	features	ambiguous_features	spliced_features	unspliced_features	gene_count_corr	means	dispersions	dispersions_norm	velocity_gamma	velocity_r2	velocity_genes	spearmans_score	velocity_score	to 10	to 17	to 1	to 3
REEP6	REEP6	REEP6	REEP6	REEP6	-0.0207	0.16117734	0.22818677	0.09801561	0.23796174	0.22369569540023804	True	0.5338519844092355	0	0.11955596886529665	0.11215569713374413	-0.15724302431398157	-0.01798372523262086
GADD45B	GADD45B	GADD45B	GADD45B	GADD45B	0.0237	0.14459191	0.5593513	1.3040166	0.041665982	-0.04147326946258545	False	0.17307671652714063	0	-0.00676276111197339	-0.05478322548875925	0.045339756961182746	0.016476526768088036
GNA15	GNA15	GNA15	GNA15	GNA15	-0.0413	0.23740137	0.3026621	0.3692322	0.055736367	0.10837316513061523	True	0.18930265276337413	0	0.1252872334212186	0.05668167783944638	-0.10038735338865805	-0.04533022017033982
HMG20B	HMG20B	HMG20B	HMG20B	HMG20B	-0.0295	0.55480075	0.2762037	-0.031098476	0.085441604	-0.03139901161193848	False	0.28973545239000087	0	0.04175759538622377	0.09147408224653711	-0.10409260747040303	0.0012518154798337984
KDM4B	KDM4B	KDM4B	KDM4B	KDM4B	-0.0597	0.2229974	0.25825712	0.20752272	0.4350099	0.20921862125396729	True	0.3865325161836376	0	0.061103201358796	0.12540920549174367	-0.12682409411511936	-0.04268600743099941
C19orf66	C19orf66	C19orf66	C19orf66	C19orf66	0.0225	0.38478407	0.2576885	0.07264152	0.081652366	-0.15402352809906006	False	0.4314417060455235	0	0.04428050045847892	-0.16259810245415884	0.1384163338877951	-0.04773329156145493
ICAM1	ICAM1	ICAM1	ICAM1	ICAM1	0.0026	0.08220152	0.29220307	0.33114356	0.19591561	-0.03623485565185547	False	0.2713932699361613	0	0.04308871660750785	-0.07065884551875033	0.05154970599404208	-0.03182098790633725
LDLR	LDLR	LDLR	LDLR	LDLR	0.0477	0.4394479	0.26006258	0.080881156	0.7275376	-0.625074028968811	False	0.41143372351987806	0	-0.03201545341301233	-0.07031327795239	0.08555683018157216	-0.014749079270645449
ZNF627	ZNF627	ZNF627	ZNF627	ZNF627	-0.0258	0.038245603	0.20059	-0.0024834329	1.2457919	-0.7751628160476685	False	0.1588784318082048	0	-0.009534970512692255	0.0712494420265753	-0.054301663098543826	-0.008114611435662302
IER2	IER2	IER2	IER2	IER2	0.0004	1.5123191	0.9857315	1.1997564	0.0051259906	-0.37520265579223633	False	0.10634665118979954	0	-0.006182091532114933	-0.04031805699833327	0.026298337056277727	0.031196490311733775
ZSWIM4	ZSWIM4	ZSWIM4	ZSWIM4	ZSWIM4	-0.017	0.034177523	0.20074621	-0.0019145741	1.1884131	-0.7808628082275391	False	0.17590071988500938	0	-0.0023093512474502056	0.038144233771604794	-0.022783388253191133	-0.02363922596776783
PKN1	PKN1	PKN1	PKN1	PKN1	-0.0049	0.3785602	0.2400247	0.011336434	0.1943407	0.022913038730621338	True	0.4895270061802945	0	-0.044747754328604145	-0.003985512077012505	0.041669922055920156	-0.03351860030585295
TPM4	TPM4	TPM4	TPM4	TPM4	0.038	1.209634	0.5590984	0.26933712	0.43556997	-0.26406240463256836	False	0.3965136554516523	0	-0.01734493769317282	-0.09221221510462112	0.07968562104559297	0.02749731712768135
HSH2D	HSH2D	HSH2D	HSH2D	HSH2D	0.0052	0.12169873	0.24448842	0.15738127	0.9920369	0.3708886504173279	True	0.7570581516618509	20	0.0766680526473812	-0.1089021774779671	0.07448235422188601	-0.05068084763278758
GDF15	GDF15	GDF15	GDF15	GDF15	-0.0449	2.2964902	3.3243616	2.382461	0.009511901	-0.1624547243118286	False	0.5644568105234843	0	-0.058387087244520644	-0.1366160813531188	0.1119043658315253	0.10018519790531738
ZNF253	ZNF253	ZNF253	ZNF253	ZNF253	-0.0114	0.0137013355	0.4250378	0.81488746	0.63690966	0.37044066190719604	True	0.4055877165373264	12	0.02047227382161827	0.11784393190396772	-0.11068733243127937	-0.011011877685661036
ZNF66	ZNF66	ZNF66	ZNF66	ZNF66	-0.0087	0.0067708613	0.5463413	1.2566379	0.47124	-0.06979227066040039	False	0.39580783924094914	0	-0.0028104447664758997	0.07011649825252025	-0.06012689316269826	-0.00038802356484062326
ZNF431	ZNF431	ZNF431	ZNF431	ZNF431	-0.0478	0.07049118	0.3962915	0.7102021	0.51575065	0.2748064398765564	True	0.3947177203757955	19	0.015611821480058257	0.15110714064416156	-0.1340065799992303	-0.019258106533507673
ZNF738	ZNF738	ZNF738	ZNF738	ZNF738	-0.0079	0.041278996	0.22173466	0.07451899	0.0838495	0.017161190509796143	True	0.33492411503087804	0	-0.01823106216352881	0.09255631765969786	-0.0831558834335124	0.02849195620367182
ZNF254	ZNF254	ZNF254	ZNF254	ZNF254	-0.0601	0.080202	0.2890976	0.31983438	0.8085902	0.29524868726730347	True	0.33733256499279246	21	0.03749476555448422	0.11981031624846669	-0.10963247672664803	-0.04094303636701486
CCNE1	CCNE1	CCNE1	CCNE1	CCNE1	0.0302	0.056990422	0.35550553	0.5616719	0.10244228	0.30830103158950806	True	0.29931318728806144	0	0.018388605996746916	0.024796704578319874	-0.07862749075303913	0.11511119572375493
CEBPG	CEBPG	CEBPG	CEBPG	CEBPG	0.0444	1.3259175	0.79043764	0.6948423	0.090769805	0.6291684508323669	True	0.7914380105343952	5	-0.062318242369190605	-0.24981461086256646	0.21543672191916902	0.09634169036014605
GRAMD1A	GRAMD1A	GRAMD1A	GRAMD1A	GRAMD1A	-0.0922	0.098958746	0.53819495	1.2269715	0.14080766	0.360670268535614	True	0.5448787398400593	15	-0.045354551366326906	0.21696117597277662	-0.15191620592206556	-0.03575484065590304
HPN	HPN	HPN	HPN	HPN	-0.0762	0.035889357	0.88739604	2.498656	0.5718007	0.7508488744497299	True	0.548031033594254	17	0.29515560079078357	0.11369058422833923	-0.24678070308189917	-0.03826363118503101
FXYD3	FXYD3	FXYD3	FXYD3	FXYD3	-0.0625	0.57371634	1.4759264	4.609449	0.02085673	0.38367265462875366	True	0.5231531918836447	0	0.16200412988829313	0.2971473640607753	-0.34053910384518543	-0.025704073456047354
FXYD5	FXYD5	FXYD5	FXYD5	FXYD5	0.0964	0.5535971	0.5816977	1.1505574	0.029812891	-0.08775925636291504	False	0.37868078301014474	0	-0.10873963426875445	-0.12200217122366934	0.16118423367603948	0.015030938639784257
WDR62	WDR62	WDR62	WDR62	WDR62	0.1531	0.10231577	0.26100054	0.21751341	0.5932766	0.7503232359886169	True	0.5317222674762455	10	-0.021936304122798365	-0.020403441471577917	-0.03184693054236745	0.15264064865388535
KCNK6	KCNK6	KCNK6	KCNK6	KCNK6	0.0077	0.52890736	0.5197047	0.91076744	0.046099573	0.28000199794769287	True	0.47896545448639005	0	0.2602188268285609	-0.10211616871153112	-0.0186006363303649	-0.08440470612678865
SPRED3	SPRED3	SPRED3	SPRED3	SPRED3	-0.0523	0.038167477	0.39120832	0.6916907	0.5190006	-0.017705202102661133	False	0.3351707800554606	0	-0.0070847451773983425	0.13255595913310658	-0.10232115653522562	-0.02632947756278112
SAMD4B	SAMD4B	SAMD4B	SAMD4B	SAMD4B	-0.034	0.027391015	0.19038568	-0.03964446	11.429443	-4.938981533050537	False	0.11915760025021502	0	-0.015342661068908305	-0.00443282828540756	0.00964452374688682	0.006629179143377213
ZFP36	ZFP36	ZFP36	ZFP36	ZFP36	0.0027	0.49699894	0.32722372	0.3139748	0.037760332	-0.36332643032073975	False	0.1674966826350328	0	-0.03440382538091577	-0.150159459582491	0.15230268117732865	-0.002484920886026787
PSMC4	PSMC4	PSMC4	PSMC4	PSMC4	-0.0975	1.318282	0.55960125	0.09803629	0.0777457	0.32117998600006104	True	0.44036960440220463	9	0.01806520174751191	-0.09808231546874494	0.08951304092493198	-0.03192899585875951
SPTBN4	SPTBN4	SPTBN4	SPTBN4	SPTBN4	-0.0281	0.017929755	0.34203073	0.5126008	0.28076527	0.13201045989990234	True	0.2351037466946412	0	0.0068682251683658034	0.05704352471717153	-0.04545867111576558	-0.021242284932402333
ITPKC	ITPKC	ITPKC	ITPKC	ITPKC	0.0229	0.1939432	0.33327731	0.48072353	0.34924346	-1.2425167560577393	False	0.4024676168176596	0	0.02119656948968792	-0.06342941936337296	0.05539838299387657	-0.02739192088293626
CYP2S1	CYP2S1	CYP2S1	CYP2S1	CYP2S1	0.0318	0.13789292	0.25152582	0.18300934	0.22084841	-0.03710651397705078	False	0.44102963021286484	0	0.009210161393530791	0.03991708654581273	-0.06747713114546881	0.06714912286311991
AXL	AXL	AXL	AXL	AXL	0.001	0.01899725	0.36217245	0.58595085	0.36535388	-0.0826500654220581	False	0.31552139692617814	0	-0.02700199534083563	-0.05836829212842361	0.06967189139060131	-0.008336543881987677
CEACAM6	CEACAM6	CEACAM6	CEACAM6	CEACAM6	0.0698	0.054841418	0.95528334	2.7458808	0.15728779	0.31545913219451904	True	0.5138941988394349	0	0.010957880513007119	0.03179623037505235	-0.02872722377900599	-0.013137344288482728
BCL3	BCL3	BCL3	BCL3	BCL3	0.0256	0.17802224	0.45050612	0.9076353	0.10396683	-0.2761019468307495	False	0.07372678607635325	0	0.03777426492678308	0.014564379232962204	-0.032776025396409086	-0.001985527992383087
CBLC	CBLC	CBLC	CBLC	CBLC	0.0046	0.51238143	0.2704459	0.11691818	0.28595102	0.29175835847854614	True	0.6264082795811591	8	-0.08359726023130802	-0.0074837500204429615	0.0523538752594712	0.0003473314085550035
BCAM	BCAM	BCAM	BCAM	BCAM	-0.0069	1.082518	0.98623693	1.2599162	0.024130605	-0.41160833835601807	False	0.44566165640888933	0	-0.20850835894608374	-0.2147099274598778	0.32158096175996287	-0.04386093879682829
TOMM40	TOMM40	TOMM40	TOMM40	TOMM40	0.0749	1.2527192	0.6832836	0.5573356	0.036435	-0.04225146770477295	False	0.46230142648301314	0	-0.1568581876577316	-0.012768068835334222	0.03634686168262155	0.15053631434940284
RELB	RELB	RELB	RELB	RELB	0.0455	0.4585198	0.48312098	0.85504156	0.45517948	0.6229874789714813	True	0.6486580166923563	22	-0.029485276553334876	-0.18024052781591146	0.1817679032745568	-0.016398713906741177
CD3EAP	CD3EAP	CD3EAP	CD3EAP	CD3EAP	0.0769	0.610931	0.32926917	0.17415965	0.03874754	-1.1278469562530518	False	0.005119150696730808	0	-0.05575744719911391	-0.11865485441904902	0.1264787784318437	0.021607421862851015
FOSB	FOSB	FOSB	FOSB	FOSB	0.0347	0.3936551	0.38094673	0.5004292	0.09649559	-0.27095556259155273	False	0.3839120892843831	0	-0.04923386480275548	-0.016779536816932485	0.047682001610216164	-0.014445576275645619
PPM1N	PPM1N	PPM1N	PPM1N	PPM1N	0.0863	0.7386936	0.567521	1.0957216	0.19898348	0.5995235443115234	True	0.7317271857805022	0	-0.029169794017699563	-0.28272169078386344	0.2872569741366275	-0.054130437285872225
VASP	VASP	VASP	VASP	VASP	-0.0039	1.4037775	0.53215706	0.027081842	0.09987289	-0.5938702821731567	False	0.17239168598414326	0	-0.07096191423060139	0.030362731636505567	0.013328924029115705	-0.002820242552547132
GIPR	GIPR	GIPR	GIPR	GIPR	-0.0469	0.062250577	0.41057402	0.7622147	0.45325932	0.35920870304107666	True	0.4075483449734575	17	0.014565784780375778	0.04551483865196445	-0.036611763454355725	-0.02841337048449913
FOXA3	FOXA3	FOXA3	FOXA3	FOXA3	-0.0692	0.34991404	1.0923628	2.969514	0.023502825	0.3870581388473511	True	0.4587288277168687	0	0.3951174329638551	0.22403338789605187	-0.40084677019236936	-0.03360592446627955
SAE1	SAE1	SAE1	SAE1	SAE1	0.0677	0.66950387	0.3092222	0.09661766	0.4939345	0.342609703540802	True	0.5313652942981026	10	-0.04698956624447726	-0.08297195952300311	0.03954052639687438	0.14656906003596776
SELENOW	SELENOW	SELENOW	SELENOW	SELENOW	-0.0128	1.2576915	0.46478572	0.05061607	0.3451231	0.13987278938293457	True	0.621347496790242	4	-0.075858521503743	-0.030938455010131902	0.08161522870306215	-0.031295398646054844
ZNF114	ZNF114	ZNF114	ZNF114	ZNF114	-0.0071	0.07228433	2.0194452	6.6212354	0.20910253	0.7661147564649582	True	0.6225801763774634	0	-0.011300165367238388	-0.07114862821980031	0.07728914773084111	-0.020591644754274486
EMP3	EMP3	EMP3	EMP3	EMP3	-0.0265	0.15888329	0.6544512	1.6503415	0.03254865	-0.21504151821136475	False	0.03147179034069356	0	-0.05184539158679885	-0.020516720618868993	0.04607049144341004	0.0011946087091715331
SULT2B1	SULT2B1	SULT2B1	SULT2B1	SULT2B1	0.0109	1.3346016	0.912321	1.0099604	0.14950411	0.6063964664936066	True	0.8093662351632073	7	-0.13716796017503963	-0.24690711333765203	0.31283356525265243	-0.04886430202626377
PPP1R15A	PPP1R15A	PPP1R15A	PPP1R15A	PPP1R15A	-0.0078	1.3324515	1.3848507	2.231642	0.00954772	-0.043308138847351074	False	0.24082729369488842	0	-0.07724284552551017	-0.1357223022488872	0.13972032704625958	0.05516347230199322
FTL	FTL	FTL	FTL	FTL	-0.0445	5.128752	4.593285	1.5238597	0.00088944985	0.4843940734863281	False	0.5576176820446807	0	0.013743420740421397	-0.23391636049658332	0.2390883598116622	-0.09958261141584786
FCGRT	FCGRT	FCGRT	FCGRT	FCGRT	-0.1343	1.4833676	0.88041186	0.92746234	0.017144531	0.031726062297821045	True	0.4583785292572982	0	0.015406146262850732	0.17497054810906124	-0.13890531041936183	-0.058800104107988645
PRRG2	PRRG2	PRRG2	PRRG2	PRRG2	-0.011	0.57367957	0.30723292	0.08892312	0.069077134	-0.4102013111114502	False	0.438490518534047	0	0.031297587247197035	-0.10599063596448555	0.09484242238650041	-0.04579337484070489
TBC1D17	TBC1D17	TBC1D17	TBC1D17	TBC1D17	0.0126	0.990635	0.72389406	0.76543957	0.0624403	-0.08358585834503174	False	0.40063962651133234	0	-0.09927222826429498	-0.2420206961733083	0.2992584166409894	-0.07732636756491448
ATF5	ATF5	ATF5	ATF5	ATF5	0.0459	0.67168117	0.60275346	1.2320013	0.09303564	0.06455999612808228	True	0.40760140660758354	0	0.001167899565601794	-0.19234771241122983	0.17506467429208358	-0.01504157689614745
MYH14	MYH14	MYH14	MYH14	MYH14	0.0708	1.2584081	0.45862198	0.03632172	1.4225507	0.14400142431259155	True	0.7472375964462824	11	-0.025590657740714173	-0.20430057021182724	0.2040621916850192	-0.024333627353842716
CLEC11A	CLEC11A	CLEC11A	CLEC11A	CLEC11A	-0.0422	0.16986379	0.23784252	0.13317889	0.086994864	-0.8195054531097412	False	0.018999425125113687	0	-0.04635110701518369	0.029937476064288024	0.0038564385843965526	-0.011858333854646434
ZNF613	ZNF613	ZNF613	ZNF613	ZNF613	-0.0197	0.016574075	0.22876824	0.10013316	1.0073296	-0.34980344772338867	False	0.1913422627094589	0	0.01640545211184936	0.04337604754612871	-0.04412943065755381	-0.007709171640585434
ZNF480	ZNF480	ZNF480	ZNF480	ZNF480	-0.0405	0.090623416	0.28920636	0.32023042	0.32554322	0.011448383331298828	True	0.3655563555622249	0	0.008655283221911902	0.10587695644469226	-0.08576593079098653	-0.0304529988302112
MYADM	MYADM	MYADM	MYADM	MYADM	-0.0566	0.70525944	0.62398136	1.3141111	0.10531824	-0.010845541954040527	False	0.3879566985014588	0	0.06951847725881888	0.09560238717543665	-0.12842770866349923	0.0147046656150144
CACNG8	CACNG8	CACNG8	CACNG8	CACNG8	0.0195	0.048141427	0.3743703	0.6303717	0.02416672	0.027925193309783936	True	0.2477752399479685	0	-0.022929154470441342	-0.09871370064773087	0.10959482580064356	-0.0245752762736309
EPS8L1	EPS8L1	EPS8L1	EPS8L1	EPS8L1	0.048	1.2927114	0.58503276	0.3294815	0.08501763	0.09831100702285767	True	0.6639137987416253	0	-0.06788596987737468	-0.3169497647481698	0.33060439177273826	-0.034175938700213425
RPL28	RPL28	RPL28	RPL28	RPL28	0.0402	4.3697796	2.004704	0.20925614	0.058184125	0.631990522146225	True	0.8578649737689897	4	-0.09501227827491521	-0.36922878114965674	0.3970563876571685	-0.047646204387583636
NAT14	NAT14	NAT14	NAT14	NAT14	-0.0228	0.17943025	0.24572836	0.16189678	0.1978185	0.05437833070755005	True	0.45078127684836	0	-0.05435903937568253	0.03331442878027341	-0.006082169881386403	0.01615632654254433
CCDC106	CCDC106	CCDC106	CCDC106	CCDC106	-0.0328	0.20941599	0.3157376	0.41684926	0.020273298	-0.1772099733352661	False	0.0	0	-0.06677487621518115	0.10784963035852281	-0.05409986001136073	-0.01070407480741971
ZNF587	ZNF587	ZNF587	ZNF587	ZNF587	-0.0421	0.43723148	0.25651672	0.06857469	0.030913314	-1.1160669326782227	False	0.14827373729704532	0	0.07993811819556344	-0.012397350336827411	-0.014812066068431417	-0.04475266008697066
RPS5	RPS5	RPS5	RPS5	RPS5	0.0214	4.539158	2.1926873	0.07973994	0.007335117	-0.3271070718765259	False	0.6436561477901088	0	-0.05670073921148634	-0.26148543715640765	0.2563093843724512	0.013299916084000805
FAM110C	FAM110C	FAM110C	FAM110C	FAM110C	-0.0186	0.33256474	0.32700858	0.31322816	0.13940303	0.05862516164779663	True	0.32648132809264896	0	0.14532004555422215	-0.018890883147826044	-0.047493864141742705	-0.03855552471794335
ADI1	ADI1	ADI1	ADI1	ADI1	-0.0462	0.88598096	0.551836	0.36204913	0.05364836	-0.7331482172012329	False	0.16046183757135182	0	-0.07303824974385127	0.07294649993288595	-0.028352599621854435	0.010184087964187863
CMPK2	CMPK2	CMPK2	CMPK2	CMPK2	-0.0034	0.053195305	0.3508414	0.5446866	2.536061	0.8121027797460556	True	0.763933220365941	24	0.04949993280044514	-0.16041694936799003	0.1302473690542275	-0.03939559151871823
KIDINS220	KIDINS220	KIDINS220	KIDINS220	KIDINS220	-0.0945	0.32721633	0.34093547	0.3615636	0.41632345	0.5524928569793701	True	0.39262450762385015	16	0.007786024624516772	0.19808259946085546	-0.16581063196442233	-0.03238425375835408
MBOAT2	MBOAT2	MBOAT2	MBOAT2	MBOAT2	-0.0247	0.029382503	0.42396754	0.8109898	0.39091688	0.2745280861854553	True	0.5028507638138556	15	-0.0345743618785293	0.014213970649937029	0.005829803873878836	0.001525098373738062
ADAM17	ADAM17	ADAM17	ADAM17	ADAM17	-0.0066	0.42188582	0.26344046	0.09260468	0.73767823	0.1443888545036316	True	0.5074509536750916	19	0.002569666081434647	-0.008225268951544795	0.001550213868167362	0.010586600603093747
YWHAQ	YWHAQ	YWHAQ	YWHAQ	YWHAQ	-0.079	1.2768059	0.44865292	0.013202418	0.15449396	0.34800463914871216	True	0.5588653437294386	19	-0.04769905131743074	0.20041573209101438	-0.16999683586773937	0.04800605015875953
ODC1	ODC1	ODC1	ODC1	ODC1	0.0134	2.135811	2.5731103	1.5742701	0.070803925	-0.09622061252593994	False	0.4255760721250392	0	0.09873859989255383	0.07550524659565644	-0.11815481773140772	-0.006493341602365718
NOL10	NOL10	NOL10	NOL10	NOL10	0.0435	0.6138842	0.3932077	0.42147496	0.64565873	-0.14224553108215332	False	0.5639110709335738	0	0.05971360956586684	-0.0657970140594289	0.020713543907100885	0.011152910561965042
ROCK2	ROCK2	ROCK2	ROCK2	ROCK2	-0.0122	1.2109162	0.65071654	0.48180917	0.5725187	0.6158384680747986	True	0.6789569327909253	9	0.1606816398032434	0.00831135109391155	-0.0989787646532415	0.00847118162793476
NBAS	NBAS	NBAS	NBAS	NBAS	-0.048	0.27920687	0.25570118	0.06574421	1.2280068	0.4319356083869934	True	0.708817571724949	22	0.01609714232965601	0.13097960107429388	-0.12092095280424657	-0.008414805364617013
SMC6	SMC6	SMC6	SMC6	SMC6	0.1083	0.38419297	0.23531179	-0.0050204694	0.54850966	0.28434252738952637	True	0.4749719743992192	0	0.014264779352078406	-0.010142162784243654	-0.05371272442690498	0.1352331510225006
RDH14	RDH14	RDH14	RDH14	RDH14	-0.0141	0.39764825	0.23632598	-0.001500551	0.037814714	-0.7089380025863647	False	0.065653709754553	0	-0.0007766711277872568	0.07463517925635428	-0.05981009101221404	-0.013751989919172255
LINC01376	LINC01376	LINC01376	LINC01376	LINC01376	-0.0163	0.009338979	0.27301311	0.26125956	6.1827774	-1.9430277347564697	False	0.13746703571187954	0	0.00960313992510771	-0.00549790106356195	0.0034631319965487137	-0.009588950021665548
SDC1	SDC1	SDC1	SDC1	SDC1	0.0564	0.536712	0.27376127	-0.040545736	0.0633092	-0.5735387802124023	False	0.17685135695261295	0	-0.04412998793256682	-0.003915850051980806	0.020667558595756266	0.0172990169685937
ATAD2B	ATAD2B	ATAD2B	ATAD2B	ATAD2B	-0.0308	0.20038277	0.26703867	0.23950252	1.3865842	-0.12767183780670166	False	0.3816681008199233	0	-0.0029791147507851738	0.13374688228962495	-0.10658390061124383	-0.02396497272267336
TP53I3	TP53I3	TP53I3	TP53I3	TP53I3	-0.0641	0.33542418	0.6435229	1.4117424	0.046128802	-0.203873872756958	False	0.4446818735957952	0	-0.05532588817868089	0.18041669319556045	-0.1215457465516774	-0.017679127296284777
ITSN2	ITSN2	ITSN2	ITSN2	ITSN2	0.0407	0.49735317	0.35015148	0.39354926	0.8466831	-1.2319586277008057	False	0.38940762026135833	0	-0.015604441550008476	-0.061729697219956366	0.060679125797701516	0.005721980987904149
DNAJC27	DNAJC27	DNAJC27	DNAJC27	DNAJC27	0.006	0.05345298	0.20999385	0.031762525	0.5411733	-0.5096620321273804	False	0.0488164443330604	0	0.020267058531209237	0.029388496754983492	-0.033863239223945824	-0.007838276801778149
DNMT3A	DNMT3A	DNMT3A	DNMT3A	DNMT3A	-0.0664	0.23647572	0.44756544	0.8969262	0.20858207	0.4289507269859314	True	0.45365196965408894	18	0.04798513938329233	0.19171908011952749	-0.17414797818757982	-0.05241635138137764
KIF3C	KIF3C	KIF3C	KIF3C	KIF3C	-0.0532	0.037832115	0.40639073	0.74698037	0.16557081	0.4027171730995178	True	0.3910829935309208	20	-0.029443676563735803	0.15028878192741119	-0.10905482075503199	-0.018010608760820297
IFT172	IFT172	IFT172	IFT172	IFT172	-0.0045	0.24947868	0.21261068	0.04129221	0.30840966	-0.3279019594192505	False	0.25285966987842545	0	0.060431911213247466	-0.03599043913063231	0.010755665659541253	-0.030087818749015904
RBKS	RBKS	RBKS	RBKS	RBKS	-0.0155	0.029994987	0.26658425	0.23784755	0.6250303	-0.5033664703369141	False	0.11871632687147902	0	0.019623135251199828	0.0015418814900926676	-0.012279718654508385	0.00036219528651755046
XDH	XDH	XDH	XDH	XDH	-0.0109	0.015130285	0.2038637	0.009438341	1.1202385	-0.35875821113586426	False	0.2380123933280752	0	0.02378687710488541	0.02063825429001446	-0.024121659022633978	-0.01760188033741283
FAM98A	FAM98A	FAM98A	FAM98A	FAM98A	-0.0156	0.44927695	0.23559554	-0.00403569	0.10907729	-0.17036938667297363	False	0.22266291758460766	0	0.14568553214017024	0.01984366524164948	-0.07650233771577816	-0.05174585305490209
EIF2AK2	EIF2AK2	EIF2AK2	EIF2AK2	EIF2AK2	0.0485	1.6939034	1.2863293	1.0829525	0.24023673	0.8613699823617935	True	0.9241854207082386	4	0.11272683459148791	-0.24629657836447116	0.1876409650932847	-0.07979710035099959
CEBPZ	CEBPZ	CEBPZ	CEBPZ	CEBPZ	0.0832	0.9458689	0.38416904	-0.031046487	0.10302977	-0.20304930210113525	False	0.2204373007665752	0	-0.015160295333586702	-0.07018517965434204	0.06039022668797097	0.024224199111249047
CDC42EP3	CDC42EP3	CDC42EP3	CDC42EP3	CDC42EP3	-0.1125	0.41836417	1.086354	2.9486597	0.18262303	0.6790489256381989	True	0.5495975540163163	0	0.0006030052415746342	0.2914581705391358	-0.2432633628797241	-0.03470344705583969
SRSF7	SRSF7	SRSF7	SRSF7	SRSF7	0.0458	1.5541131	0.66107833	0.3603958	0.06294459	-0.04076123237609863	False	0.40898422351987734	0	-0.044287991725177	0.04394024055249903	-0.05599987015727689	0.10253634849668487
DHX57	DHX57	DHX57	DHX57	DHX57	-0.0477	0.10923894	0.25363183	0.19067879	0.8957408	-0.2855820655822754	False	0.4495421419611539	0	0.03829877838876998	0.12805659583393952	-0.12379485386939612	-0.025034100095931815
SOS1	SOS1	SOS1	SOS1	SOS1	-0.0295	0.4353668	0.25856286	0.07567615	1.4882276	-1.1541345119476318	False	0.4331279266963187	0	0.041342114121048296	0.05932417923470555	-0.057504257161774285	-0.04317567722722322
THUMPD2	THUMPD2	THUMPD2	THUMPD2	THUMPD2	0.0552	0.27888125	0.309427	0.25220832	0.35474953	-3.773101806640625	False	0.22041306597531327	0	0.03962710233839091	-0.036253821833511286	0.0045837918348364025	0.013883275478242835
ZFP36L2	ZFP36L2	ZFP36L2	ZFP36L2	ZFP36L2	0.0429	1.6606135	0.9651691	0.5441371	0.028724743	-0.3915379047393799	False	0.42741320019262513	0	0.025770925769050674	0.011166505279759908	-0.0062656579148249675	-0.04373193391453388
PREPL	PREPL	PREPL	PREPL	PREPL	-0.0659	0.3873006	0.23123758	-0.019160682	1.3035624	-0.8831455707550049	False	0.14444884067241473	0	0.0359974067419781	0.051400776052444364	-0.06250383428636266	-0.006371722829380728
AC106869.1	AC106869.1	AC106869.1	AC106869.1	AC106869.1	-0.0364	0.024295341	0.30222648	0.3676458	3.9776316	-0.1714390516281128	False	0.27063960669512305	0	-0.024934251041126572	0.10272813339667436	-0.06985783108187603	-0.017356425102499486
FBXO11	FBXO11	FBXO11	FBXO11	FBXO11	-0.0424	0.25085148	0.2142886	0.0474027	2.6225429	-5.1971235275268555	False	0.28648271132159575	0	0.0046891995741292405	0.07591230308386773	-0.06582540781530231	-0.009094036726305106
PSME4	PSME4	PSME4	PSME4	PSME4	-0.0102	0.53204495	0.30258173	0.07093218	1.2088147	0.22461462020874023	True	0.5965074585988913	11	0.04916713373113781	0.021284770851098162	-0.042383693574484786	-0.008332285916462238
CCDC88A	CCDC88A	CCDC88A	CCDC88A	CCDC88A	-0.0077	0.0051698405	0.472789	0.9887827	1.1482548	0.2777583599090576	True	0.32225994979585726	7	-0.015627158579965404	0.05845729281532285	-0.04249937991235545	-0.0011531575779635526
PNPT1	PNPT1	PNPT1	PNPT1	PNPT1	0.0152	0.97193176	0.92655605	1.2405812	0.30182344	0.7084212303161621	True	0.8111168604680024	4	0.11950922884656015	-0.18700032953504495	0.13434986417856293	-0.086502977350244
FANCL	FANCL	FANCL	FANCL	FANCL	0.037	0.3779725	0.27932963	0.14775062	0.81306535	0.44224679470062256	True	0.5606162626059445	10	-0.008530941979664815	-0.014017367751153507	-0.02073371836917577	0.09318428440166729
FAM161A	FAM161A	FAM161A	FAM161A	FAM161A	0.0148	0.08168861	0.21733741	0.058505535	0.20115785	-0.03082430362701416	False	0.19924240334182497	0	-0.00956529379317411	0.06828308823997195	-0.06945260755130649	0.03575066828978702
VPS54	VPS54	VPS54	VPS54	VPS54	-0.0012	0.16704607	0.20912609	0.028602373	1.5576435	-0.3270230293273926	False	0.4926622562983193	0	0.04616254520177718	0.057660836670843256	-0.07199776601518505	-0.010335170815564352
PELI1	PELI1	PELI1	PELI1	PELI1	-0.0165	0.52583367	0.31197897	0.107280925	1.4642098	0.08385920524597168	True	0.6057958281926522	0	-0.07656751731315682	-0.011001120041936189	0.05579697235940573	-0.010015000824459054
SPRED2	SPRED2	SPRED2	SPRED2	SPRED2	0.0013	0.22018969	0.21584883	0.053084616	5.7677917	-1.013077735900879	False	0.5166089550493813	0	0.041164142564389425	0.03822468415368131	-0.05712516276814452	0.0020226361866150415
GFPT1	GFPT1	GFPT1	GFPT1	GFPT1	-0.0868	1.5107265	0.70846856	0.4829188	0.5420145	0.6980767846107483	True	0.8353268293790774	4	0.11459000658608208	-0.0487273250108239	-0.026909651254010025	0.017181103497043652
