Cluster	comparison	change	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045444	fat cell differentiation	8/187	223/18670	0.00187418578134106	0.0473853874096585	0.0421975503819408	TRPM4/NR4A1/PLAC8/ZFP36/KLF5/ZFP36L1/HES1/KLF4	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:1903038	negative regulation of leukocyte cell-cell adhesion	6/187	129/18670	0.00191550389433808	0.0480052160186308	0.0427495190453846	ASS1/CD74/LGALS9/IRF1/LGALS3/KLF4	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0038066	p38MAPK cascade	4/187	53/18670	0.00194599382109405	0.0483452551901365	0.0430523301197649	LGALS9/ZFP36/DUSP1/ZFP36L1	4
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1903311	regulation of mRNA metabolic process	54/863	324/18670	1.71920686152345e-16	8.63901447915535e-13	7.53012605347273e-13	DDX5/ROCK1/SET/RBM4/PCBP4/MYEF2/FXR1/RBFOX2/CELF3/HNRNPU/DHX36/TNRC6B/APEX1/CIRBP/HNRNPA0/RBM15B/CARHSP1/PAIP1/CNOT7/KHDRBS1/PSMD2/RBMX/HSPA8/PSMD4/UBB/ANP32A/TNPO1/PUM1/SNRNP70/HNRNPK/SECISBP2/CELF1/HNRNPR/PSMC5/SAMD4B/CPSF6/PSMB4/YTHDF2/PSMB1/RBM38/DHX9/DDX17/TIA1/XPO1/SRSF9/SAP18/SRSF6/IWS1/SYNCRIP/PSMB3/SREK1/SRSF5/HNRNPA1/ELAVL1	54
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0008380	RNA splicing	63/863	469/18670	2.13183993260703e-14	5.35624783067517e-11	4.6687294524094e-11	DDX5/ZC3H13/RSRC1/RBM4/NONO/DHX40/RBFOX2/LUC7L3/CELF3/KDM1A/ZNF326/ZMAT2/PSIP1/HNRNPU/HNRNPA3/IK/ZNF638/CIRBP/HNRNPA0/RBM15B/DDX39B/PNN/KHDRBS1/RBMX/SF1/HSPA8/RPS26/SNRNP70/SUGP2/HNRNPK/HNRNPH1/PRPF40A/CELF1/SF3B1/HNRNPR/HNRNPUL1/RALY/RBM38/DHX9/DDX17/SNRPD3/TIA1/RP9/SLU7/STRAP/SFPQ/SRSF9/SRRM2/SAP18/SRSF6/HNRNPH2/IWS1/SYNCRIP/WBP4/SREK1/LUC7L/U2SURP/SRSF5/HNRNPA1/PTBP2/FUS/CDK13/ELAVL1	63
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	54/863	379/18670	1.48179402061349e-13	1.8615037383957e-10	1.62256445257177e-10	DDX5/RSRC1/RBM4/DHX40/RBFOX2/LUC7L3/CELF3/KDM1A/ZMAT2/PSIP1/HNRNPU/HNRNPA3/IK/CIRBP/HNRNPA0/RBM15B/DDX39B/PNN/KHDRBS1/RBMX/SF1/HSPA8/SNRNP70/HNRNPK/HNRNPH1/PRPF40A/CELF1/SF3B1/HNRNPR/HNRNPUL1/RALY/DHX9/DDX17/SNRPD3/TIA1/SLU7/STRAP/SFPQ/SRSF9/SRRM2/SAP18/SRSF6/HNRNPH2/SYNCRIP/WBP4/SREK1/LUC7L/U2SURP/SRSF5/HNRNPA1/PTBP2/FUS/CDK13/ELAVL1	54
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0000398	mRNA splicing, via spliceosome	54/863	379/18670	1.48179402061349e-13	1.8615037383957e-10	1.62256445257177e-10	DDX5/RSRC1/RBM4/DHX40/RBFOX2/LUC7L3/CELF3/KDM1A/ZMAT2/PSIP1/HNRNPU/HNRNPA3/IK/CIRBP/HNRNPA0/RBM15B/DDX39B/PNN/KHDRBS1/RBMX/SF1/HSPA8/SNRNP70/HNRNPK/HNRNPH1/PRPF40A/CELF1/SF3B1/HNRNPR/HNRNPUL1/RALY/DHX9/DDX17/SNRPD3/TIA1/SLU7/STRAP/SFPQ/SRSF9/SRRM2/SAP18/SRSF6/HNRNPH2/SYNCRIP/WBP4/SREK1/LUC7L/U2SURP/SRSF5/HNRNPA1/PTBP2/FUS/CDK13/ELAVL1	54
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0000375	RNA splicing, via transesterification reactions	54/863	382/18670	2.05345888173437e-13	2.06372617614304e-10	1.7988299803993e-10	DDX5/RSRC1/RBM4/DHX40/RBFOX2/LUC7L3/CELF3/KDM1A/ZMAT2/PSIP1/HNRNPU/HNRNPA3/IK/CIRBP/HNRNPA0/RBM15B/DDX39B/PNN/KHDRBS1/RBMX/SF1/HSPA8/SNRNP70/HNRNPK/HNRNPH1/PRPF40A/CELF1/SF3B1/HNRNPR/HNRNPUL1/RALY/DHX9/DDX17/SNRPD3/TIA1/SLU7/STRAP/SFPQ/SRSF9/SRRM2/SAP18/SRSF6/HNRNPH2/SYNCRIP/WBP4/SREK1/LUC7L/U2SURP/SRSF5/HNRNPA1/PTBP2/FUS/CDK13/ELAVL1	54
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0000380	alternative mRNA splicing, via spliceosome	22/863	76/18670	2.2056530327659e-12	1.84723441494144e-09	1.6101267139191e-09	DDX5/RSRC1/RBM4/RBFOX2/CELF3/KDM1A/HNRNPU/RBM15B/KHDRBS1/RBMX/CELF1/DHX9/DDX17/SLU7/SFPQ/SRSF9/SAP18/SRSF6/SREK1/SRSF5/HNRNPA1/CDK13	22
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0006338	chromatin remodeling	34/863	182/18670	2.71621199344005e-12	1.94985218100518e-09	1.69957264732392e-09	HMGB3/CHD7/CHD4/BAZ2B/SMARCA1/HDAC2/BPTF/CDKN2A/SMARCE1/KDM5B/ATRX/SMARCC1/SMARCC2/ACTL6A/RSF1/SMARCA5/HMGB1/ARID1B/KDM6B/NASP/SMARCA4/TPR/RERE/RBBP4/PTMA/KDM5A/BAZ1B/ARID1A/SUPT4H1/RUVBL1/SMARCD1/TOP1/HDAC5/HMGB2	34
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0006401	RNA catabolic process	52/863	397/18670	1.13068741866135e-11	7.10213034846661e-09	6.1905136171709e-09	DDX5/ROCK1/XRN2/SET/PCBP4/MYEF2/FXR1/UPF3A/HNRNPU/EIF3E/TUT4/DHX36/TNRC6B/DDX6/APEX1/CIRBP/HNRNPA0/RPL23/CARHSP1/NT5C3B/PAIP1/CNOT7/RPL24/PSMD2/HSPA8/PSMD4/UBB/ANP32A/TNPO1/PUM1/RPS26/RPL6/SECISBP2/CSDE1/RNASEH2C/HNRNPR/PSMC5/SSB/SAMD4B/PSMB4/SND1/YTHDF2/AGO1/PSMB1/RBM38/DHX9/NBDY/XPO1/SYNCRIP/PSMB3/TTC37/ELAVL1	52
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0006402	mRNA catabolic process	49/863	364/18670	1.67228173882215e-11	9.33690637509036e-09	8.13843779560115e-09	DDX5/ROCK1/SET/PCBP4/MYEF2/FXR1/UPF3A/HNRNPU/EIF3E/TUT4/DHX36/TNRC6B/DDX6/APEX1/CIRBP/HNRNPA0/RPL23/CARHSP1/NT5C3B/PAIP1/CNOT7/RPL24/PSMD2/HSPA8/PSMD4/UBB/ANP32A/TNPO1/PUM1/RPS26/RPL6/SECISBP2/CSDE1/HNRNPR/PSMC5/SSB/SAMD4B/PSMB4/YTHDF2/AGO1/PSMB1/RBM38/DHX9/NBDY/XPO1/SYNCRIP/PSMB3/TTC37/ELAVL1	49
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0061013	regulation of mRNA catabolic process	34/863	199/18670	3.59697973144406e-11	1.80748231505064e-08	1.5754771223725e-08	ROCK1/SET/PCBP4/MYEF2/FXR1/HNRNPU/DHX36/TNRC6B/APEX1/CIRBP/HNRNPA0/CARHSP1/PAIP1/CNOT7/PSMD2/HSPA8/PSMD4/UBB/ANP32A/TNPO1/PUM1/SECISBP2/HNRNPR/PSMC5/SAMD4B/PSMB4/YTHDF2/PSMB1/RBM38/DHX9/XPO1/SYNCRIP/PSMB3/ELAVL1	34
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0043488	regulation of mRNA stability	31/863	177/18670	1.38388558807716e-10	6.32184098189794e-08	5.51038079616179e-08	ROCK1/SET/PCBP4/MYEF2/FXR1/HNRNPU/DHX36/APEX1/CIRBP/HNRNPA0/CARHSP1/PAIP1/PSMD2/HSPA8/PSMD4/UBB/ANP32A/TNPO1/PUM1/HNRNPR/PSMC5/SAMD4B/PSMB4/YTHDF2/PSMB1/RBM38/DHX9/XPO1/SYNCRIP/PSMB3/ELAVL1	31
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0043487	regulation of RNA stability	31/863	183/18670	3.28880599653128e-10	1.37718751104747e-07	1.20041418873392e-07	ROCK1/SET/PCBP4/MYEF2/FXR1/HNRNPU/DHX36/APEX1/CIRBP/HNRNPA0/CARHSP1/PAIP1/PSMD2/HSPA8/PSMD4/UBB/ANP32A/TNPO1/PUM1/HNRNPR/PSMC5/SAMD4B/PSMB4/YTHDF2/PSMB1/RBM38/DHX9/XPO1/SYNCRIP/PSMB3/ELAVL1	31
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0043484	regulation of RNA splicing	26/863	135/18670	5.05468548931288e-10	1.95383035259979e-07	1.70304018793772e-07	DDX5/RBM4/RBFOX2/CELF3/ZNF326/HNRNPU/CIRBP/RBM15B/KHDRBS1/RBMX/RPS26/SNRNP70/HNRNPK/HNRNPH1/CELF1/RBM38/DDX17/TIA1/SRSF9/SAP18/SRSF6/SREK1/SRSF5/HNRNPA1/PTBP2/FUS	26
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0006403	RNA localization	34/863	230/18670	1.91903146758788e-09	6.88795223187792e-07	6.00382702002493e-07	CETN2/UPF3A/CCT3/HNRNPU/ZNHIT3/HNRNPA3/DHX36/TPR/RBM15B/CCT6A/DDX39B/CCT2/ENY2/KHDRBS1/CCT7/RANBP2/CKAP5/CCT4/CCT8/SSB/CPSF6/DHX9/RUVBL1/SLU7/FYTTD1/XPO1/SFPQ/SRSF9/SRSF6/CCT5/IWS1/G3BP2/SRSF5/HNRNPA1	34
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0060271	cilium assembly	45/863	366/18670	2.19088908625422e-09	7.33947843895163e-07	6.39739613186232e-07	TUBA1A/RFX3/ONECUT2/FNBP1L/PCM1/CETN2/TUBB/IFT81/ARL3/IFT22/KIF3A/DYNLL1/IFT57/YWHAE/LRRC49/RAB3IP/YWHAG/LAMA5/DCTN3/DYNC1H1/KIF3B/CLUAP1/CEP126/CKAP5/TNPO1/SYNE2/CNTRL/DYNC2H1/DCTN2/HSPB11/CEP97/DNAH7/TMEM67/ODF2L/ASAP1/ATP6V1D/RAB11A/LRRC61/ATXN10/CFAP20/AKAP9/DYNC1I2/IFT88/NPHP1/KIFAP3	45
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0033044	regulation of chromosome organization	43/863	342/18670	2.52538867805149e-09	7.93129881700546e-07	6.91325150616596e-07	EID1/MAD1L1/XRCC5/SET/ATRX/KDM1A/CCT3/HNRNPU/BRD7/IK/DHX36/TPR/PARP1/CCT6A/KDM5A/TERF2IP/MLLT6/RAD21/CCT2/MTF2/NIPBL/CCT7/MPHOSPH8/NUMA1/HDAC8/TRIM28/CCT4/CCT8/KMT2E/KMT2A/TNKS2/SENP6/ASF1A/TAF7/LCMT1/CUL3/ZNF207/SFPQ/RTF1/CCT5/IWS1/YLPM1/HNRNPA1	43
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0044782	cilium organization	46/863	384/18670	3.35234310441743e-09	9.72801878807728e-07	8.47934771975691e-07	TUBA1A/RFX3/ONECUT2/FNBP1L/PCM1/CETN2/TUBB/IFT81/ARL3/IFT22/KIF3A/DYNLL1/IFT57/YWHAE/LRRC49/RAB3IP/YWHAG/LAMA5/DCTN3/DYNC1H1/KIF3B/CLUAP1/CEP126/CKAP5/TNPO1/SYNE2/CNTRL/DYNC2H1/KIF19/DCTN2/HSPB11/CEP97/DNAH7/TMEM67/ODF2L/ASAP1/ATP6V1D/RAB11A/LRRC61/ATXN10/CFAP20/AKAP9/DYNC1I2/IFT88/NPHP1/KIFAP3	46
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0000086	G2/M transition of mitotic cell cycle	35/863	247/18670	3.48466344647544e-09	9.72801878807728e-07	8.47934771975691e-07	TUBA1A/PCM1/CETN2/TAOK1/TUBB/SKP1/PLCB1/DYNLL1/YWHAE/YWHAG/NAE1/RAD21/PHLDA1/DCTN3/KHDRBS1/PSMD2/DYNC1H1/PSMD4/PPP1CB/CKAP5/PBX1/CNTRL/DCTN2/PSMC5/PSMB4/PSMB1/LCMT1/RAB11A/CDKN2B/USP47/PPME1/PSMB3/AKAP9/FBXL15/DYNC1I2	35
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0030705	cytoskeleton-dependent intracellular transport	29/863	180/18670	4.04353594635387e-09	1.06940884896991e-06	9.32141444475261e-07	TUBA1A/CNIH2/FNBP1L/MAP1B/PCM1/TUBB/IFT81/MYO10/ARL3/IFT22/KIF3A/HNRNPU/DYNLL1/IFT57/TRAK1/DYNC1H1/HSPA8/KIF3B/UBB/CLUAP1/TNPO1/SYNE2/DYNC2H1/WASF1/HSPB11/KIF1B/SFPQ/IFT88/KIFAP3	29
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0010948	negative regulation of cell cycle process	44/863	361/18670	4.33608491549585e-09	1.08944133501833e-06	9.49602596493591e-07	SOX4/MLXIPL/BMP4/MAD1L1/CDKN2A/ATRX/PCBP4/TAOK1/TFDP2/SKP1/MDM2/SUSD2/E2F7/BRD7/PCGF2/IK/TPR/HSP90AB1/STAG2/NAE1/RPL23/RBBP4/RAD21/ARID3A/PRKDC/CNOT7/PSMD2/PRMT1/PSMD4/EPC1/PRKAR1A/PSMC5/PSMB4/TMEM67/PSMB1/SUZ12/LCMT1/ZNF207/CDKN2B/EHMT1/USP47/PSMB3/EHMT2/EP300	44
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1901990	regulation of mitotic cell cycle phase transition	50/863	444/18670	5.65334619974916e-09	1.3527649835114e-06	1.17912649309054e-06	TUBA1A/SOX4/CDKN1C/MAD1L1/PCM1/CDKN2A/PCBP4/CETN2/TAOK1/TFDP2/TUBB/SKP1/MDM2/E2F7/PLCB1/DYNLL1/YWHAE/BRD7/IK/TPR/APEX1/YWHAG/NAE1/RAD21/DCTN3/ARID3A/PRKDC/CNOT7/PSMD2/DYNC1H1/PRMT1/PSMD4/CKAP5/PBX1/CNTRL/DCTN2/PSMC5/KMT2E/PSMB4/PSMB1/LCMT1/CUL3/ZNF207/RAB11A/CDKN2B/USP47/PSMB3/AKAP9/DYNC1I2/EP300	50
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1901987	regulation of cell cycle phase transition	52/863	480/18670	1.04887407395596e-08	2.39572373710396e-06	2.08821292905778e-06	TUBA1A/SOX4/CDKN1C/MAD1L1/PCM1/CDKN2A/PCBP4/CETN2/TAOK1/TFDP2/TUBB/SKP1/MDM2/SUSD2/E2F7/PLCB1/DYNLL1/YWHAE/BRD7/IK/TPR/APEX1/YWHAG/NAE1/RAD21/DCTN3/ARID3A/PRKDC/CNOT7/PSMD2/DYNC1H1/PRMT1/PSMD4/CKAP5/PBX1/CNTRL/STXBP4/DCTN2/PSMC5/KMT2E/PSMB4/PSMB1/LCMT1/CUL3/ZNF207/RAB11A/CDKN2B/USP47/PSMB3/AKAP9/DYNC1I2/EP300	52
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0035735	intraciliary transport involved in cilium assembly	13/863	40/18670	1.51499744166212e-08	3.30994006276181e-06	2.88508208455656e-06	PCM1/IFT81/IFT22/KIF3A/DYNLL1/IFT57/KIF3B/CLUAP1/TNPO1/DYNC2H1/HSPB11/IFT88/KIFAP3	13
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0050684	regulation of mRNA processing	24/863	137/18670	1.6548729077887e-08	3.4648901506826e-06	3.02014305671439e-06	DDX5/RBM4/RBFOX2/CELF3/HNRNPU/DHX36/CIRBP/RBM15B/KHDRBS1/RBMX/SNRNP70/HNRNPK/CELF1/CPSF6/DHX9/DDX17/TIA1/SRSF9/SAP18/SRSF6/IWS1/SREK1/SRSF5/HNRNPA1	24
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0048024	regulation of mRNA splicing, via spliceosome	20/863	98/18670	1.78944365802137e-08	3.59678175262296e-06	3.13510528885345e-06	DDX5/RBM4/RBFOX2/CELF3/HNRNPU/CIRBP/RBM15B/KHDRBS1/RBMX/SNRNP70/HNRNPK/CELF1/DDX17/TIA1/SRSF9/SAP18/SRSF6/SREK1/SRSF5/HNRNPA1	20
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0070198	protein localization to chromosome, telomeric region	11/863	28/18670	2.01345086783922e-08	3.89138100418926e-06	3.39189030812914e-06	XRCC5/ATRX/CCT3/CCT6A/TERF2IP/CCT2/CCT7/CCT4/CCT8/TNKS2/CCT5	11
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0044839	cell cycle G2/M phase transition	35/863	266/18670	2.43256324154322e-08	4.52727047731654e-06	3.94615814739233e-06	TUBA1A/PCM1/CETN2/TAOK1/TUBB/SKP1/PLCB1/DYNLL1/YWHAE/YWHAG/NAE1/RAD21/PHLDA1/DCTN3/KHDRBS1/PSMD2/DYNC1H1/PSMD4/PPP1CB/CKAP5/PBX1/CNTRL/DCTN2/PSMC5/PSMB4/PSMB1/LCMT1/RAB11A/CDKN2B/USP47/PPME1/PSMB3/AKAP9/FBXL15/DYNC1I2	35
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	16/863	65/18670	2.91572878355852e-08	5.23269183477912e-06	4.56103288285225e-06	DDX5/RBM4/RBFOX2/CELF3/HNRNPU/RBM15B/KHDRBS1/RBMX/CELF1/DDX17/SRSF9/SAP18/SRSF6/SREK1/SRSF5/HNRNPA1	16
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:2001252	positive regulation of chromosome organization	27/863	174/18670	3.13370168385655e-08	5.42994860737213e-06	4.73297012941093e-06	XRCC5/ATRX/KDM1A/CCT3/HNRNPU/BRD7/DHX36/TPR/CCT6A/RAD21/CCT2/MTF2/NIPBL/CCT7/MPHOSPH8/NUMA1/TRIM28/CCT4/CCT8/KMT2E/KMT2A/TNKS2/CUL3/SFPQ/RTF1/CCT5/HNRNPA1	27
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1903405	protein localization to nuclear body	7/863	10/18670	4.67527877949495e-08	7.34164870842567e-06	6.39928782943372e-06	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1904851	positive regulation of establishment of protein localization to telomere	7/863	10/18670	4.67527877949495e-08	7.34164870842567e-06	6.39928782943372e-06	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1904867	protein localization to Cajal body	7/863	10/18670	4.67527877949495e-08	7.34164870842567e-06	6.39928782943372e-06	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0097711	ciliary basal body-plasma membrane docking	19/863	95/18670	5.71664602583767e-08	8.704892812071e-06	7.58754836156636e-06	TUBA1A/PCM1/CETN2/TUBB/DYNLL1/YWHAE/RAB3IP/YWHAG/DCTN3/DYNC1H1/CKAP5/CNTRL/DCTN2/CEP97/TMEM67/RAB11A/AKAP9/DYNC1I2/NPHP1	19
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0006457	protein folding	31/863	227/18670	6.48843791586552e-08	9.58952956683066e-06	8.35863472690912e-06	TBCC/GNAI2/CCT3/DNAJA1/DNAJB6/HSP90AB1/CCT6A/DNAJC7/CCT2/CSNK2A1/GNAI3/HSPA8/CCT7/PFDN5/RANBP2/UBXN1/SNRNP70/PFDN4/DNAJA2/CCT4/CCT8/ST13/PFDN1/HSPH1/VBP1/GNB1/PPIB/DNAJC4/CCT5/EMC4/ERP29	31
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0042073	intraciliary transport	14/863	53/18670	8.17167496620898e-08	1.17321904872e-05	1.02262675291415e-05	PCM1/IFT81/ARL3/IFT22/KIF3A/DYNLL1/IFT57/KIF3B/CLUAP1/TNPO1/DYNC2H1/HSPB11/IFT88/KIFAP3	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0072331	signal transduction by p53 class mediator	34/863	267/18670	8.65333960643645e-08	1.20786198673175e-05	1.05282298544977e-05	SOX4/CHD4/DDX5/HDAC2/ATRX/PCBP4/TFDP2/TP53INP1/MDM2/KDM1A/E2F7/BRD7/MYO6/TRIM24/RPL23/RBBP4/TAF15/ARID3A/CSNK2A1/CNOT7/PERP/PRMT1/UBB/SSRP1/HNRNPK/BAG6/JMY/TAF7/EHMT1/TP53BP2/TAF11/ING4/EHMT2/EP300	34
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	8/863	15/18670	9.72283652773129e-08	1.28262050128718e-05	1.1179856309727e-05	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/RUVBL1/CCT5	8
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0010970	transport along microtubule	25/863	161/18670	9.95466657715421e-08	1.28262050128718e-05	1.1179856309727e-05	CNIH2/MAP1B/PCM1/IFT81/ARL3/IFT22/KIF3A/HNRNPU/DYNLL1/IFT57/TRAK1/DYNC1H1/HSPA8/KIF3B/UBB/CLUAP1/TNPO1/SYNE2/DYNC2H1/WASF1/HSPB11/KIF1B/SFPQ/IFT88/KIFAP3	25
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0099111	microtubule-based transport	25/863	161/18670	9.95466657715421e-08	1.28262050128718e-05	1.1179856309727e-05	CNIH2/MAP1B/PCM1/IFT81/ARL3/IFT22/KIF3A/HNRNPU/DYNLL1/IFT57/TRAK1/DYNC1H1/HSPA8/KIF3B/UBB/CLUAP1/TNPO1/SYNE2/DYNC2H1/WASF1/HSPB11/KIF1B/SFPQ/IFT88/KIFAP3	25
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0016569	covalent chromatin modification	49/863	474/18670	1.21329833519024e-07	1.51264622821638e-05	1.31848566757965e-05	EID1/HDAC2/SET/KDM5B/ATRX/KANSL1/SKP1/ACTL6A/KDM1A/RSF1/KDM6B/BRD7/PCGF2/ARID4B/KDM5A/MLLT6/MTF2/NIPBL/BAZ1B/ENY2/SAP30/PRMT1/MORF4L2/EPC1/MPHOSPH8/HDAC8/DNMT3A/TET2/LDB1/TRIM28/KMT2E/KMT2A/USP22/HUWE1/MORF4L1/SUZ12/TAF7/RUVBL1/SFPQ/DPY30/EHMT1/RTF1/IWS1/BRD8/COPRS/HDAC5/ING4/EHMT2/EP300	49
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0070203	regulation of establishment of protein localization to telomere	7/863	11/18670	1.23419891257456e-07	1.51264622821638e-05	1.31848566757965e-05	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0032204	regulation of telomere maintenance	17/863	81/18670	1.35797150031927e-07	1.6247159021677e-05	1.41617027890438e-05	XRCC5/ATRX/CCT3/HNRNPU/DHX36/PARP1/CCT6A/TERF2IP/CCT2/CCT7/HDAC8/CCT4/CCT8/TNKS2/CCT5/YLPM1/HNRNPA1	17
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0032986	protein-DNA complex disassembly	9/863	21/18670	1.64434944415552e-07	1.92159440857709e-05	1.67494199195376e-05	SMARCE1/SET/SMARCC1/SMARCC2/SMARCA4/RPL23/ARID1A/SMARCD1/ARID2	9
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0071824	protein-DNA complex subunit organization	35/863	288/18670	1.78955194503383e-07	2.04374966449886e-05	1.78141761801095e-05	SMARCA1/SMARCE1/TSPYL4/SET/NAP1L1/ATRX/CETN2/SMARCC1/SMARCC2/RSF1/SMARCA5/HMGB1/NASP/SMARCA4/PARP1/RPL23/RBBP4/PTMA/BDP1/UBTF/ARID1A/UBB/HP1BP3/NAP1L4/TBPL1/PSMC5/SENP6/ASF1A/TAF7/RUVBL1/SMARCD1/CREB1/ARID2/TAF11/HMGB2	35
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0022618	ribonucleoprotein complex assembly	34/863	277/18670	2.1095989836687e-07	2.35571886509671e-05	2.05334301077087e-05	LUC7L3/CELF3/PSIP1/EIF3E/ZNHIT3/HSP90AB1/DDX6/CIRBP/DDX39B/CNOT7/RPL24/RBMX/SF1/DYNC1H1/RPL6/EIF3F/CELF1/SF3B1/CPSF6/AGO1/G3BP1/DHX9/SNRPD3/NBDY/RUVBL1/SLU7/STRAP/SRSF9/SRSF6/G3BP2/LUC7L/SRSF5/EIF3H/PTBP2	34
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0071826	ribonucleoprotein complex subunit organization	35/863	291/18670	2.30545625335479e-07	2.5184603637191e-05	2.19519530210739e-05	LUC7L3/CELF3/PSIP1/EIF3E/ZNHIT3/HSP90AB1/DDX6/CIRBP/DDX39B/CNOT7/RPL24/RBMX/SF1/DYNC1H1/RPL6/EIF3F/CELF1/SF3B1/CPSF6/AGO1/G3BP1/DHX9/SNRPD3/NBDY/RUVBL1/SLU7/STRAP/SRSF9/SRSF6/G3BP2/LUC7L/SRSF5/EIF3H/KLC1/PTBP2	35
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0070202	regulation of establishment of protein localization to chromosome	7/863	12/18670	2.843497253576e-07	2.91603544882028e-05	2.54173836135977e-05	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1904816	positive regulation of protein localization to chromosome, telomeric region	7/863	12/18670	2.843497253576e-07	2.91603544882028e-05	2.54173836135977e-05	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:1990173	protein localization to nucleoplasm	7/863	12/18670	2.843497253576e-07	2.91603544882028e-05	2.54173836135977e-05	CCT3/CCT6A/CCT2/CCT7/CCT4/CCT8/CCT5	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	GO:0031503	protein-containing complex localization	34/863	281/18670	2.9703109633768e-07	2.98516251819368e-05	2.60199240391807e-05	DBN1/CNIH2/PCM1/IFT81/ARL3/IFT22/KIF3A/HNRNPU/DYNLL1/IFT57/TPR/RBM15B/DDX39B/ENY2/VPS35/KIF3B/RANBP2/CLUAP1/TNPO1/DYNC2H1/GRIPAP1/SSB/HSPB11/SLU7/RAB11A/FYTTD1/XPO1/SFPQ/SRSF9/SRSF6/IWS1/SRSF5/IFT88/KIFAP3	34
